Category_type,SKU,UPC,Product_Name,Collection,wholesale_price,Retail,Number_of_Cartons,Packing_Carton_Depth,Packing_Carton_Width,Packing_Carton_Height,Product_Shipping_Weight,Packing_Carton_Depth_2,Packing_Carton_Width_2,Packing_Carton_Height_2,Product_Shipping_Weight_2,Actual_Product_Length,Actual_Product_Width,Actual_Product_Height,Product_Weight,Product_Description,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Materials,Care_Instructions,Color,Warranty,Assembly_required,Cubic_Feet,Product_Shipping_Method,Drawer_Length,Drawer_Width,Drawer_height,Shelf_Length,Shelf_Width,Inches_in_between_shelf,Drawerheight
Soft Storage,YN95072,848687051638,16 Pocket Hanging Shoe Organizer ,, 9.85 ,23.99,1,22.44,12.2,12.6,2,,,,,12,5.5,55.12,1,"A smart space-saving  hanging shoe organzier with enough room to hold up to 8 pairs of shoes plus accessories. Perfect for hanging in the closet, on a wall or even behind a door. Made of a soft polyester and attractive neutral fabric to fit into most decor styles. Dimensions: 12 in. x 5.5 in. x 55.12 in.","Hang in the closet, on a wall or even behind a door",Durable polyester upholstery,16 pocket sleeves,Attractive neutral color to blend with most decor,"Great for dorm rooms, play rooms, closets, classrooms and more",Helps keep everything organized and frees up space,Great for closet storage,Hanger included to use on closet rod; can also be hung using grommets on hooks,No assembly needed,Polyester,Wipe clean using warm water and mild soap,Beige,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Soft Storage,YN95073,848687051645,10 Pocket Hanging Shoe Organizer ,, 5.55 ,14.99,1,12.99,12.6,13.39,2,,,,,11.81,5.9,48,1,"A smart space-saving  hanging shoe organzier with enough room to hold up to 5 pairs of shoes plus accessories. Perfect for hanging in the closet, on a wall or even behind a door. Made of a soft polyester and attractive neutral fabric to fit into most decor styles. 11.81 in. x 5.9 in. x 48 in.","Hang in the closet, on a wall or even behind a door",Non woven material is composed of polypropylene plastic fibers that have been bonded together,10 pocket sleeves,Attractive neutral color to blend with most decor,"Great for dorm rooms, play rooms, closets, classrooms and more",Helps keep everything organized and frees up space,Great for closet storage,Wide wrap fastener,No assembly needed,Non-woven,Wipe clean using warm water and mild soap,Beige,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Soft Storage,YN95074,848687051652,6 Compartment Soft Storage Hanging Organizer,, 6.00 ,14.99,1,18.5,14.17,17.32,2,,,,,8.66,13.38,32.95,1,"Organize your clutter vertically. This handy soft-sided 6 compartment organizer is easy to hang on wire or rod closet shelf and will keep shoes, clothing, accessories or books in easy to access soft pockets. Storing items vertically gives you more room for other items. A real solution to a common storage problem. Dimensions: 8.66 in. x 13.38 in. x 32.95 in.","Perfect for organizing shoes, accessories, books and other",Non woven material is composed of polypropylene plastic fibers that have been bonded together,6 pocket compartments,Attractive neutral color to blend with most decor,"Great for dorm rooms, play rooms, closets, classrooms and more",Helps keep everything organized and frees up space,Great for closet storage,Wide wrap fastener,No assembly needed,Non-woven,Wipe clean using warm water and mild soap,Beige,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Window Hardwares,1604W,674278040619,"Sunset Adjustable Window Rod, 28"" to 48""",, 8.50 ,22.99,1,34,4,4,3,,,,,28 - 48,1,1,2,The Sunset Adjustable Window Rod from Elegant Home Fashions features a natural wood design finial with a wooden veneer metal tube. This attractive drapery rod and decorative finial will beautify your window. The tension rod easily adjusts from 28 inches to 48 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,18604W,674278406811,Sunset 12 Piece Window Hardware Set,, 14.50 ,39.99,1,34,6,6,4,,,,,Rod 28 - 48,1,1,3,"Bring a designer's touch to your window treatments with this Sunset 12 Piece Window Hardware Set from Elegant Home Fashions.  It features a natural wood design finial with a wooden veneer metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 28 inches to 48 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, two steel support brackets, two holdbacks, and seven matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 2 steel support brackets, 2 holdbacks, and 7 matching rings",,,,,Metal/Resin,Wipe clean with a soft damp cloth,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,2604W,674278040626,"Sunset Adjustable Window Rod, 48"" to 84""",, 10.75 ,29.99,1,60,4,4,4,,,,,48 - 84,1,1,3,The Sunset Adjustable Window Rod from Elegant Home Fashions features a natural wood design finial with a wooden veneer metal tube. This attractive drapery rod and decorative finial will beautify your window. The tension rod easily adjusts from 48 inches to 84 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,28604W,674278406828,Sunset 20 Piece Window Hardware Set,, 19.25 ,49.99,1,60,6,6,5,,,,,Rod 48 - 84,1,1,4,"Bring a designer's touch to your window treatments with this Sunset 20 Piece Window Hardware Set from Elegant Home Fashions.  It features a natural wood design finial with a wooden veneer metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 48 inches to 84 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, three steel support brackets, two holdbacks, and 14 matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 3 steel support brackets, 2 holdbacks, and 14 matching rings",,,,,Metal/Resin,Wipe clean with a soft damp cloth,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,29104W,674278401922,Safari Black Nickel 20 Piece Window Hardware Set,, 18.75 ,49.99,1,60,6,6,5,,,,,Rod 48 - 84,1,1,4,"Bring a designer's touch to your window treatments with this Safari Black Nickel 20 Piece Window Hardware Set from Elegant Home Fashions.  It features a black nickel hammered design finial with a coated metallic black metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 48 inches to 84 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, three steel support brackets, two holdbacks, and 14 matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 3 steel support brackets, 2 holdbacks, and 14 matching rings",,,,,Metal/Resin,Wipe clean with a soft damp cloth,Black/Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,5104W,674278040152,"Safari Black Nickel Adjustable Window Rod, 48"" to 84""",, 10.25 ,26.99,1,60,4,4,4,,,,,48 - 84,1,1,3,The Safari Black Nickel Adjustable Window Rod from Elegant Home Fashions features a black nickel hammered design finial with a coated metallic black metal tube. This attractive drapery rod and decorative finial will beautify your window. The tension rod easily adjusts from 48 inches to 84 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Black/Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR05201,674278052018,Taylor 12 Piece Window Hardware Set,, 14.50 ,39.99,1,34,6,6,4,,,,,Rod 28 - 48,1,1,2.98,"Bring a designer's touch to your window treatments with this Taylor 12 Piece Window Hardware Set from Elegant Home Fashions.  It features 2 transparent dark chocolate globe finials with a rubbed bronze metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 28 inches to 48 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, two steel support brackets, two holdbacks, and seven matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 2 steel support brackets, 2 holdbacks, and 7 matching rings",,,,,Metal/Resin,Wipe clean with a soft damp cloth,Rubbed Bronze/Clear Dark Chocolate,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR05202,674278052025,Taylor 20 Piece Window Hardware Set,, 18.75 ,49.99,1,60,6,6,5,,,,,Rod 48 - 84,1,1,4.19,"Bring a designer's touch to your window treatments with this Taylor 20 Piece Window Hardware Set from Elegant Home Fashions.  It features 2 transparent dark chocolate globe finials with a rubbed bronze metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 48 inches to 84 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, three steel support brackets, two holdbacks, and fourteen matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 3 steel support brackets, 2 holdbacks, and 14 matching rings",,,,,Metal/Resin,Wipe clean with a soft damp cloth,Rubbed Bronze/Clear Dark Chocolate,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR05209,674278052094,Tahiti 12 Piece Window Hardware Set,, 17.00 ,28.99,1,34,6,6,4,,,,,Rod 28 - 48,1,1,4.03,"Bring a designer's touch to your window treatments with this Tahiti 12 Piece Window Hardware Set from Elegant Home Fashions.  It features mixed woven rattan design finial bordered with a Victorian design with a coated metallic black metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 28 inches to 48 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, two steel support brackets, two holdbacks, and seven matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 2 steel support brackets, 2 holdbacks, and 7 matching rings",,,,,Metal/Resin,Wipe clean with a soft damp cloth,Metallic Black/Honey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR05210,674278052100,Tahiti 20 Piece Window Hardware Set,, 21.25 ,39.99,1,60,6,6,5,,,,,Rod 48 - 84,1,1,4.81,"Bring a designer's touch to your window treatments with this Tahiti 20 Piece Window Hardware Set from Elegant Home Fashions.  It features mixed woven rattan design finial bordered with a Victorian design with a coated metallic black metal tube. The finials are factory inserted into the rod. The 1 inch rod easily adjusts from 48 inches to 84 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, three steel support brackets, two holdbacks, and fourteen matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 3 steel support brackets, 2 holdbacks, and 14 matching rings",,,,,Metal/Resin,Wipe clean with a soft damp cloth,Metallic Black/Honey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR05215,674278052155,Sage Crown 10 Piece Window Hardware Set,, 10.75 ,28.99,1,34,6,6,4,,,,,Rod 28 - 48,1,1,2.2,"Bring a designer's touch to your window treatments with this Sage Crown 10 Piece Window Hardware Set from Elegant Home Fashions.  It features a crown design finial centered with transparent sage and with a rubbed bronzed coated metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 28 inches to 48 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, two steel support brackets, and seven matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 2 steel support brackets, and 7 matching rings",,,,,Metal/Glass,Wipe clean with a soft damp cloth,Rubbed Bronze/Sage,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR05216,674278052162,Sage Crown 18 Piece Window Hardware Set,, 15.50 ,39.99,1,60,6,6,5,,,,,Rod 48 - 84,1,1,3.57,"Bring a designer's touch to your window treatments with this Sage Crown 18 Piece Window Hardware Set from Elegant Home Fashions.  It features a crown design finial centered with transparent sage and with a rubbed bronzed coated metal tube. The finials are factory inserted into the rod. The 1 inch tension rod easily adjusts from 48 inches to 84 inches and includes mounting hardware.  The set includes one adjustable rod with two finials, three steel support brackets, and fourteen matching rings. A screwdriver is needed to install.",Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,"Set includes 1 adjustable rod with 2 finials, 3 steel support brackets, and 14 matching rings",,,,,Metal/Glass,Wipe clean with a soft damp cloth,Rubbed Bronze/Sage,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50009,674278500090,"Taylor Adjustable Window Rod, 28"" to 48""",, 7.00 ,20.99,1,34,4,4,3,,,,,28 - 48,1,1,2.09,The Taylor Adjustable Window Rod from Elegant Home Fashions features a transparent dark chocolate globe design finials with a coated rubbed bronze metal tube. This attractive drapery rod and decorative finial will beautify your window. The rod easily adjusts from 28 inches to 48 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Rubbed Bronze/Clear Dark Chocolate,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50010,674278500106,"Taylor Adjustable Window Rod, 48"" to 84""",, 10.00 ,26.99,1,60,4,4,4,,,,,48 - 84,1,1,3.03,The Taylor Adjustable Window Rod from Elegant Home Fashions features a transparent dark chocolate globe design finials with a coated rubbed bronze metal tube. This attractive drapery rod and decorative finial will beautify your window. The rod easily adjusts from 48 inches to 84 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Rubbed Bronze/Clear Dark Chocolate,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50011,674278500113,Set of Two Dark Chocolate Globe Holdbacks,, 6.00 ,14.99,1,6,6,6,2,,,,,1.75,5,4.5,0.62,The Dark Chocolate Globe Drapery Holdbacks from Elegant Home Fashions mount on each side of the window to casually draw draperies to the side. A general guideline is to mount the holdback approximately 2/3 of the way down the drapery panel to make your draperies look taller and fuller.,Drapery holdbacks,Mount on either side of window,Mount the holdback approximately 2/3 of the way down the drapery panel for a fuller look,Easy installation; hardware included,,,,,,Metal/Glass,Wipe clean with a soft damp cloth,Rubbed Bronze/Clear Dark Chocolate,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50014,674278500144,Set of Two Elisha Globe Holdbacks,, 6.00 ,14.99,1,6,6,6,2,,,,,1.75,5,4.5,0.55,The Elisha Drapery Holdbacks from Elegant Home Fashions mount on each side of the window to casually draw draperies to the side.  A general guideline is to mount the holdback approximately 2/3 of the way down the drapery panel to make your draperies look taller and fuller.,Drapery holdbacks,Mount on either side of window,Mount the holdback approximately 2/3 of the way down the drapery panel for a fuller look,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Metallic Black/Clear,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50023,674278500236,"Tahiti Adjustable Window Rod, 28"" to 48""",, 8.50 ,22.99,1,34,4,4,3,,,,,28 - 48,1,1,2.77,The Tahiti Adjustable Window Rod from Elegant Home Fashions features a rattan woven design finial bordered with a Victorian design with a coated metallic black metal tube. This attractive drapery rod and decorative finial will beautify your window.  The rod easily adjusts from 28 inches to 48 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Metallic Black/Honey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50024,674278500243,"Tahiti Adjustable Window Rod, 48"" to 84""",, 10.75 ,28.99,1,60,4,4,4,,,,,48 - 84,1,1,3.28,The Tahiti Adjustable Window Rod from Elegant Home Fashions features a rattan woven design finial bordered with a Victorian design with a coated metallic black metal tube. This attractive drapery rod and decorative finial will beautify your window.  The rod easily adjusts from 48 inches to 84 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Metallic Black/Honey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50025,674278500250,Set of Two Tahiti Holdbacks,, 7.75 ,14.99,1,6,6,6,2,,,,,1.75,5,4.5,0.99,The Tahiti Drapery Holdbacks from Elegant Home Fashions mount on each side of the window to casually draw draperies to the side.  A general guideline is to mount the holdback approximately 2/3 of the way down the drapery panel to make your draperies look taller and fuller.,Drapery holdbacks,Mount on either side of window,Mount the holdback approximately 2/3 of the way down the drapery panel for a fuller look,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Metallic Black/Honey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50034,674278500342,"Sage Crown Adjustable Window Rod, 28"" to 48""",, 8.25 ,22.99,1,34,4,4,3,,,,,28 - 48,1,1,1.93,The Sage Crown Adjustable Window Rod from Elegant Home Fashions features crown shaped finials centered with transparent sage color and with a coated rubbed bronze metal tube.  This attractive drapery rod and decorative finial will beautify your window.  The rod easily adjusts from 28 inches to 48 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Glass,Wipe clean with a soft damp cloth,Rubbed Bronze/Sage,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WR50035,674278500359,"Sage Crown Adjustable Window Rod, 48"" to 84""",, 10.25 ,29.99,1,60,4,4,4,,,,,48 - 84,1,1,3.03,The Sage Crown Adjustable Window Rod from Elegant Home Fashions features crown shape finials centered with transparent sage color and with coated rubbed bronze metal tube.  This attractive drapery rod and decorative finial will beautify your window.  The rod easily adjusts from 48 inches to 84 inches and includes mounting hardware. The rod measures  1 inch in diameter. A screwdriver is needed to install.,Adjustable rod expands to fit your window,Finials are factory inserted into the rod for added convenience,Durable construction ensures long-lasting use,Easy installation; hardware included,,,,,,Metal/Glass,Wipe clean with a soft damp cloth,Rubbed Bronze/Sage,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WRHB4016,674278040169,Set of Two Black Nickel Safari Holdbacks,, 6.00 ,14.99,1,6,6,6,2,,,,,1.75,5,4.5,1,The Black Nickel Safari Drapery Holdbacks from Elegant Home Fashions mount on each side of the window to casually draw draperies to the side.  A general guideline is to mount the holdback approximately 2/3 of the way down the drapery panel to make your draperies look taller and fuller.,Drapery holdbacks,Mount on either side of window,Mount the holdback approximately 2/3 of the way down the drapery panel for a fuller look,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Black/Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Hardwares,WRHB4063,674278040633,Set of Two Sunset Holdbacks,, 6.00 ,14.99,1,6,6,6,2,,,,,1.75,5,4.5,1,The Sunset Drapery Holdbacks from Elegant Home Fashions mount on each side of the window to casually draw draperies to the side.  A general guideline is to mount the holdback approximately 2/3 of the way down the drapery panel to make your draperies look taller and fuller.,Drapery holdbacks,Mount on either side of window,Mount the holdback approximately 2/3 of the way down the drapery panel for a fuller look,Easy installation; hardware included,,,,,,Metal/Resin,Wipe clean with a soft damp cloth,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Window Panels,WC-21003-63,674278650276,"63"" Corinth Premium Solid Insulated Thermal Blackout Grommet Window Panels, Cloud Grey",Corinth, 19.00 ,39.99,1,11,8,8,5,,,,,,52,63,3.85,"Update your home decor with the 63"" Corinth Premium Solid Insulated Thermal Blockout Grommet Window Panel pairs from Elegant Home Fashions in a Cloud grey color. They are designed to reduce energy usage; block out up to 99% of outside light and blocks up to 40% more noise than standard curtains.  Panels are made from 100% polyester with a softness that drapes beautifully, and are machine washable. The set includes two window panels and two ties.   Each panel has 8 of 2.5 inch eyelets; each eyelet inside diameter is 1.6 inch for easy hanging from a decorative window rod.",Easy care 100% polyester,"Width of one panel is 52"" ",Set contains 2 panels,"8 pieces of 2.5"" dia eyelets","1.6"" inside dia. Of the eyelets",,,,,"100% polyester, 250 GSM",Machine washable,Cloud Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Window Panels,WC-21003-72,674278650283,"72"" Corinth Premium Solid Insulated Thermal Blackout Grommet Window Panels, Cloud Grey",Corinth, 20.50 ,42.99,1,11,8,8,5,,,,,,52,72,4.22,"Update your home decor with the 72"" Corinth Premium Solid Insulated Thermal Blockout Grommet Window Panel pairs from Elegant Home Fashions in a Cloud grey color. They are designed to reduce energy usage; block out up to 99% of outside light and blocks up to 40% more noise than standard curtains.  Panels are made from 100% polyester with a softness that drapes beautifully, and are machine washable. The set includes two window panels and two ties.   Each panel has 8 of 2.5 inch eyelets; each eyelet inside diameter is 1.6 inch for easy hanging from a decorative window rod.",Easy care 100% polyester,"Width of one panel is 52"" ",Set contains 2 panels,"8 pieces of 2.5"" dia eyelets","1.6"" inside dia. Of the eyelets",,,,,"100% polyester, 250 GSM",Machine washable,Cloud Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Window Panels,WC-21003-84,674278650290,"84"" Corinth Premium Solid Insulated Thermal Blackout Grommet Window Panels, Cloud Grey",Corinth, 22.00 ,45.99,1,11,8,8,6,,,,,,52,84,4.66,"Update your home decor with the 84"" Corinth Premium Solid Insulated Thermal Blockout Grommet Window Panel pairs from Elegant Home Fashions in a Cloud grey color. They are designed to reduce energy usage; block out up to 99% of outside light and blocks up to 40% more noise than standard curtains.  Panels are made from 100% polyester with a softness that drapes beautifully, and are machine washable. The set includes two window panels and two ties.   Each panel has 8 of 2.5 inch eyelets; each eyelet inside diameter is 1.6 inch for easy hanging from a decorative window rod.",Easy care 100% polyester,"Width of one panel is 52"" ",Set contains 2 panels,"8 pieces of 2.5"" dia eyelets","1.6"" inside dia. Of the eyelets",,,,,"100% polyester, 250 GSM",Machine washable,Cloud Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Window Panels,WC-21003-96,674278650306,"96"" Corinth Premium Solid Insulated Thermal Blackout Grommet Window Panels, Cloud Grey",Corinth, 24.00 ,49.99,1,11,8,8,6,,,,,,52,96,5.15,"Update your home decor with the 96"" Corinth Premium Solid Insulated Thermal Blockout Grommet Window Panel pairs from Elegant Home Fashions in a Cloud grey color. They are designed to reduce energy usage; block out up to 99% of outside light and blocks up to 40% more noise than standard curtains.  Panels are made from 100% polyester with a softness that drapes beautifully, and are machine washable. The set includes two window panels and two ties.   Each panel has 8 of 2.5 inch eyelets; each eyelet inside diameter is 1.6 inch for easy hanging from a decorative window rod.",Easy care 100% polyester,"Width of one panel is 52"" ",Set contains 2 panels,"8 pieces of 2.5"" dia eyelets","1.6"" inside dia. Of the eyelets",,,,,"100% polyester, 250 GSM",Machine washable,Cloud Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Window Panels,WC-21006-63,674278650313,"63"" Delphi Premium Solid Insulated Thermal Blackout Grommet Window Panels, Smoke Grey",Delphi, 19.00 ,39.99,1,11,8,8,5,,,,,,52,63,3.85,"Update your home decor with the 63"" Delphi Premium Solid Insulated Thermal Blockout Grommet Window Panel pairs from Elegant Home Fashions in a Smoke grey color. They are designed to reduce energy usage; block out up to 99% of outside light and blocks up to 40% more noise than standard curtains.  Panels are made from 100% polyester with a softness that drapes beautifully, and are machine washable. The set includes two window panels and two ties.   Each panel has 8 of 2.5 inch eyelets; each eyelet inside diameter is 1.6 inch for easy hanging from a decorative window rod.",Easy care 100% polyester,"Width of one panel is 52"" ",Set contains 2 panels,"8 pieces of 2.5"" dia eyelets","1.6"" inside dia. Of the eyelets",,,,,"100% polyester, 250 GSM",Machine washable,Smoke Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Window Panels,WC-21006-72,674278650320,"72"" Delphi Premium Solid Insulated Thermal Blackout Grommet Window Panels, Smoke Grey",Delphi, 20.50 ,42.99,1,11,8,8,5,,,,,,52,72,4.22,"Update your home decor with the 72"" Delphi Premium Solid Insulated Thermal Blockout Grommet Window Panel pairs from Elegant Home Fashions in a Smoke grey color. They are designed to reduce energy usage; block out up to 99% of outside light and blocks up to 40% more noise than standard curtains.  Panels are made from 100% polyester with a softness that drapes beautifully, and are machine washable. The set includes two window panels and two ties.   Each panel has 8 of 2.5 inch eyelets; each eyelet inside diameter is 1.6 inch for easy hanging from a decorative window rod.",Easy care 100% polyester,"Width of one panel is 52"" ",Set contains 2 panels,"8 pieces of 2.5"" dia eyelets","1.6"" inside dia. Of the eyelets",,,,,"100% polyester, 250 GSM",Machine washable,Smoke Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Window Panels,WC-21006-84,674278650337,"84"" Delphi Premium Solid Insulated Thermal Blackout Grommet Window Panels, Smoke Grey",Delphi, 22.00 ,45.99,1,11,8,8,6,,,,,,52,84,4.66,"Update your home decor with the 84"" Delphi Premium Solid Insulated Thermal Blockout Grommet Window Panel pairs from Elegant Home Fashions in a Smoke grey color. They are designed to reduce energy usage; block out up to 99% of outside light and blocks up to 40% more noise than standard curtains.  Panels are made from 100% polyester with a softness that drapes beautifully, and are machine washable. The set includes two window panels and two ties.   Each panel has 8 of 2.5 inch eyelets; each eyelet inside diameter is 1.6 inch for easy hanging from a decorative window rod.",Easy care 100% polyester,"Width of one panel is 52"" ",Set contains 2 panels,"8 pieces of 2.5"" dia eyelets","1.6"" inside dia. Of the eyelets",,,,,"100% polyester, 250 GSM",Machine washable,Smoke Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
